City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,kodiak,57.79,-152.4072,1.7000000000000455,89,4,3.63,US,1678373983
314,staunton,38.1496,-79.0717,9.420000000000016,59,0,0.89,US,1678374273
315,bagotville,-28.9833,153.4167,22.58000000000004,99,100,2.23,AU,1678374274
316,goderich,43.7501,-81.7165,0.5100000000000477,59,81,2.06,CA,1678373913
317,kaeo,-35.1,173.7833,18.510000000000048,94,100,4.38,NZ,1678373978
318,lagoa,39.05,-27.9833,17.100000000000023,87,100,11.56,PT,1678373987
319,mana,5.6592,-53.7767,27.430000000000007,68,90,3.62,GF,1678374274
320,greystones,53.1408,-6.0631,3.82000000000005,95,100,7.57,IE,1678374275
321,port augusta,-32.5,137.7667,17.27000000000004,70,0,2.97,AU,1678374056
322,port-cartier,50.0334,-66.8654,0.7000000000000455,73,4,2.34,CA,1678374275
323,nikolskoye,59.7035,30.7861,-6.060000000000002,85,100,3.73,RU,1678373996
324,valparaiso,-33.0393,-71.6273,21.129999999999995,70,20,3.09,CL,1678374276
325,noumea,-22.2763,166.4572,21.99000000000001,78,5,2.85,NC,1678373766
326,skjervoy,70.0311,20.9714,-4.0,83,100,12.01,NO,1678373983
327,carahue,-38.7,-73.1667,15.680000000000007,85,100,0.42,CL,1678374277
328,dwarka,22.2394,68.9678,26.360000000000014,49,0,4.55,IN,1678374277
